corpus,chunk1,chunk2,chunk3,chunk4,chunk5
vallásóra,vall,ás,óra,,
eszterhéj,esz,terh,éj,,
szabadjárat,szab,ad,járat,,
riadócsengő,ria,dó,csengő,,
hajtűkanyar,haj,tű,kanyar,,
fűszerpaprika,fű,szer,paprika,,
fűszerpaprika,fű,szerpap,rika,,
hűtővödör,hű,tő,vödör,,
nyílásszög,nyíl,ás,szög,,
zongoraművész,zongora,mű,vész,,
jegyigénylő,jegy,igény,lő,,
béketűrés,béke,tű,rés,,
csőbútor,cső,bú,tor,,
készülékcsatlakozó,készül,ék,csatlakozó,,
ülőbútor,ülő,bú,tor,,
tűzőrség,tűz,őrs,ég,,
őrzászlóalj,őr,zászló,alj,,
papírvatta,pap,ír,vatta,,
gátlószer,gát,ló,szer,,
akvarellfesték,akvarell,fest,ék,,
tanárképző,tan,ár,képző,,
útcsinálás,út,csinál,ás,,
rókaprém,ró,kap,rém,,
jutagyártás,juta,gyárt,ás,,
akadályoztatás,akadályoz,tat,ás,,
rokonlátogatás,rokon,látogat,ás,,
ütőérgyulladás,ütő,ér,gyulladás,,
eszkimófordulás,eszkimó,fordul,ás,,
szarvkötél,szarv,köt,él,,
hajszálgyökér,hajszál,gyök,ér,,
talajfúrás,talaj,fúr,ás,,
fejősjuh,fej,ős,juh,,
főtörzsőrmester,fő,törzs,őrmester,,
kézcsukló,kéz,csuk,ló,,
egybecsődül,egybe,csőd,ül,,
ütőérgyulladás,ütőér,gyullad,ás,,
hosszfűrész,hossz,fű,rész,,
búvármadár,bú,vár,madár,,
postamesternő,posta,mester,nő,,
szertegyűrűz,szerte,gyűr,űz,,
atyafiságpártolás,atyafiság,pártol,ás,,
ebkopírozás,eb,kopíroz,ás,,
végigüldögél,végigül,dög,él,,
festőművész,festő,mű,vész,,
zsinórírás,zsinór,ír,ás,,
kötélszem,köt,él,szem,,
vezérlőorsó,vezér,lő,orsó,,
trónörökösnő,trón,örökös,nő,,
fogadalom,fog,ad,alom,,
pártszakadás,párt,szakad,ás,,
balázsjárás,balázs,jár,ás,,
játékvasút,játék,vas,út,,
ragasztóprés,ragasz,tó,prés,,
mellékhangsúly,mell,ék,hangsúly,,
szálfatutaj,szál,fa,tutaj,,
reszelőtartó,re,szelő,tartó,,
reszelőtartó,reszelő,tar,tó,,
hangyasavas,hangya,sav,as,,
tintatartón,tinta,tart,ón,,
közlőműtengely,közlő,mű,tengely,,
tímárműhely,tímár,mű,hely,,
számítástechnika,számít,ás,technika,,
szőlőszem,sző,lő,szem,,
árnyékvonal,ár,nyék,vonal,,
árnyékvonal,árny,ék,vonal,,
karavánszálló,karaván,szál,ló,,
végbélnyílás,végbél,nyíl,ás,,
jászolrágás,jászol,rág,ás,,
szavalókórus,szavaló,kór,us,,
őszibarackfa,őszi,barack,fa,,
lóbálás,ló,bál,ás,,
hadihajón,hadi,haj,ón,,
cseresznyelikőr,cseresznye,lik,őr,,
melléktantárgy,mell,ék,tantárgy,,
fenékvonóháló,fen,ék,vonóháló,,
sziklabarlang,szik,la,barlang,,
pénztárblokk,pénzt,ár,blokk,,
fedélhajlás,fed,él,hajlás,,
hangadás,hang,ad,ás,,
hadihajón,had,ihaj,ón,,
szórórózsa,szó,ró,rózsa,,
állóhajó,ál,ló,hajó,,
energiaveszteség,energia,vesztes,ég,,
hártyapapír,hártya,pap,ír,,
féknyomás,fék,nyom,ás,,
gonosztevőnő,gonosz,tevő,nő,,
időszámítás,idő,számít,ás,,
orrfamerevítő,orr,fa,merevítő,,
zongoradarab,zongor,ad,arab,,
csepűrágás,csepű,rág,ás,,
pányvakötél,pányva,köt,él,,
fűtőköpeny,fű,tő,köpeny,,
bükkfaanyag,bükk,fa,anyag,,
gyorshajtás,gyors,hajt,ás,,
nedvességmérés,nedvesség,mé,rés,,
forráshely,forr,ás,hely,,
kulcsárnő,kulcs,ár,nő,,
tömbpolimerizálás,tömb,polimerizál,ás,,
vágásmélység,vág,ás,mélység,,
lakásszentelő,lak,ás,szentelő,,
lakásszentelő,lakás,szente,lő,,
napimádás,nap,imád,ás,,
szemfájás,szem,fáj,ás,,
középarány,köz,ép,arány,,
kézápolás,kéz,ápol,ás,,
agyonbírál,agyon,bír,ál,,
luxuslakosztály,lux,us,lakosztály,,
tarlóhántás,tar,ló,hántás,,
tarlóhántás,tarló,hánt,ás,,
halálgyáros,hal,ál,gyáros,,
jánoskenyérfa,jános,kenyér,fa,,
fiókszámla,fiók,szám,la,,
fűtőanyag,fű,tő,anyag,,
földlakó,föl,dl,akó,,
filmművész,film,mű,vész,,
ásványolajforrás,ásványolaj,forr,ás,,
operációkutatás,operáció,kutat,ás,,
kávémérés,kávé,mé,rés,,
alkoholfogyasztás,alkohol,fogyaszt,ás,,
vízzubogás,víz,zubog,ás,,
vízválasztó,víz,válasz,tó,,
szótárirodalom,szót,ár,irodalom,,
szénatartó,széna,tar,tó,,
ajakfesték,ajak,fest,ék,,
szikladarab,szik,la,darab,,
szálláspénz,száll,ás,pénz,,
piperemosás,pipere,mos,ás,,
üvegkristályosítás,üveg,kristályosít,ás,,
forgalomszámlálás,forgalom,számlál,ás,,
fénymásolás,fény,másol,ás,,
lakáskulcs,lak,ás,kulcs,,
mustármag,must,ár,mag,,
péklapát,pék,la,pát,,
szőrhullás,szőr,hull,ás,,
trapézművész,trapéz,mű,vész,,
bérkocsifuvarozás,bérkocsi,fuvaroz,ás,,
sebességváltómű,sebesség,váltó,mű,,
keresztülerőltet,kereszt,ül,erőltet,,
létrehív,lét,re,hív,,
magasrendű,mag,as,rendű,,
sürgönystílus,sürgöny,stíl,us,,
keresztüllökődik,kereszt,ül,lökődik,,
aratósztrájk,ara,tó,sztrájk,,
kaparódarázs,kapa,ró,darázs,,
keresztfűrész,kereszt,fű,rész,,
szólóest,szó,ló,est,,
részrehajló,rész,re,hajló,,
csillaghullás,csillag,hull,ás,,
mutatókészülék,mutató,készül,ék,,
szélragasztás,szél,ragaszt,ás,,
lovaglóizom,lovag,ló,izom,,
magasiskola,mag,as,iskola,,
szökőforrás,szökő,forr,ás,,
útburkolókő,út,burkoló,kő,,
hazadülöngél,haza,dülöng,él,,
fenéklakó,fen,ék,lakó,,
melléknap,mell,ék,nap,,
japánkámfor,ja,pán,kámfor,,
kézbesítő,kézbe,sí,tő,,
szalmapapír,szalma,pap,ír,,
gömbcsukló,gömb,csuk,ló,,
hazautazás,haza,utaz,ás,,
szárnyashajó,szárny,as,hajó,,
olajmázolás,olaj,mázol,ás,,
juhnyírás,juh,nyír,ás,,
tolócsat,to,ló,csat,,
szárnyasvad,szárny,as,vad,,
kőművescsákány,kő,műves,csákány,,
reformálható,re,formál,ható,,
reformálható,reform,ál,ható,,
villámcsapás,villám,csap,ás,,
közlőmű,köz,lő,mű,,
szakszótár,szak,szót,ár,,
kokettálás,kokett,ál,ás,,
tolóretesz,to,ló,retesz,,
tolóretesz,toló,re,tesz,,
festékkő,fest,ék,kő,,
karavánszállás,karaván,száll,ás,,
űrképződés,űr,képző,dés,,
műhelyszoba,mű,hely,szoba,,
szívdobogás,szív,dobog,ás,,
keresztülzuhan,kereszt,ül,zuhan,,
vízveszteség,víz,vesztes,ég,,
közrejátszódik,köz,re,játszódik,,
szőrszálhasogatás,szőrszál,hasogat,ás,,
búvárkészülék,bú,vár,készülék,,
búvárkészülék,búvár,készül,ék,,
vezetőkészülék,vezető,készül,ék,,
szarvasbak,szarv,as,bak,,
szuterénlakás,szuterén,lak,ás,,
szobabérlő,szoba,bér,lő,,
gépírónő,gép,író,nő,,
kötélvasút,köt,él,vasút,,
kémlelőnyílás,kémlelő,nyíl,ás,,
kötélvasút,kötél,vas,út,,
bűnbocsánatárus,bűnbocsánat,ár,us,,
tönkrevert,tönk,re,vert,,
széktámla,szék,tám,la,,
méretcsoportosítás,méret,csoportosít,ás,,
sétáltat,sét,ál,tat,,
kaparószalag,kapa,ró,szalag,,
cseréptál,cser,ép,tál,,
lópatkolás,ló,patkol,ás,,
itatóspapír,itatós,pap,ír,,
halottvirrasztás,halott,virraszt,ás,,
csatársor,csat,ár,sor,,
kocsiműhely,kocsi,mű,hely,,
hátsófogás,hátsó,fog,ás,,
támasztónövény,támasz,tó,növény,,
öblítőfúrás,öblítő,fúr,ás,,
álomfejtő,álom,fej,tő,,
hajhullámosítás,haj,hullámosít,ás,,
táplálékhiány,táplál,ék,hiány,,
mellékszemély,mell,ék,személy,,
tovaköltözik,to,vak,öltözik,,
hóhérkötél,hóhér,köt,él,,
filmalkotás,film,alkot,ás,,
pékműhely,pék,mű,hely,,
kosárfonás,kos,ár,fonás,,
kosárfonás,kosár,fon,ás,,
hosszmérték,hossz,mért,ék,,
művészvilág,mű,vész,világ,,
papírzsák,pap,ír,zsák,,
frekvenciaváltás,frekvencia,vált,ás,,
szikragyújtás,szikra,gyújt,ás,,
sírdogál,sír,dog,ál,,
fölültervez,föl,ül,tervez,,
fafajsúlymérő,fa,fajsúly,mérő,,
fűszerkeverék,fű,szer,keverék,,
fűszerkeverék,fűszer,kever,ék,,
pácolás,pá,col,ás,,
földművelő,föld,mű,velő,,
nőtestvér,nő,test,vér,,
vezetékoszlop,vezet,ék,oszlop,,
egységnapló,egység,nap,ló,,
állógallér,ál,ló,gallér,,
állógallér,álló,gall,ér,,
rakodónyílás,rakodó,nyíl,ás,,
légnyílás,lég,nyíl,ás,,
vincellérbogár,vincellér,bog,ár,,
gyújtónyílás,gyújtó,nyíl,ás,,
élrefaragás,él,re,faragás,,
csőrösállat,csőrös,ál,lat,,
hűségnyilatkozat,hűs,ég,nyilatkozat,,
marókészülék,maró,készül,ék,,
perérték,per,ért,ék,,
pántlikás,pánt,lik,ás,,
angoltanár,angol,tan,ár,,
szentségárulás,szentség,árul,ás,,
viharálló,vihar,ál,ló,,
hittagadás,hit,tagad,ás,,
árnyékkúp,árny,ék,kúp,,
színvonalas,szín,vonal,as,,
csatornavezeték,csatorna,vezet,ék,,
javítóintézeti,ja,vító,intézeti,,
alagúthajtás,alagút,hajt,ás,,
fölőröl,föl,őr,öl,,
kupolakapcsolás,kupola,kapcsol,ás,,
síkraszállás,síkra,száll,ás,,
textilnyomás,textil,nyom,ás,,
szoktatás,szok,tat,ás,,
hátráltatás,hátrál,tat,ás,,
pamutbálázás,pamut,báláz,ás,,
jelződobás,jelző,dob,ás,,
mandulaműtét,mandula,mű,tét,,
szívkoszorúér,szív,koszorú,ér,,
célzókészülék,célzó,készül,ék,,
bútorfény,bú,tor,fény,,
fejvivőér,fej,vivő,ér,,
fafajsúlymérő,fa,faj,súlymérő,,
tartógerenda,tar,tó,gerenda,,
osztályozástan,osztályoz,ás,tan,,
időveszteség,idő,vesztes,ég,,
fejszaggatás,fej,szaggat,ás,,
etetőgarat,ete,tő,garat,,
tönkrejut,tönk,re,jut,,
népességcsökkentő,népesség,csökken,tő,,
zászlóbontás,zászló,bont,ás,,
régiségbúvár,régiség,bú,vár,,
közvádló,köz,vád,ló,,
férfiember,fér,fi,ember,,
nászlakoma,nász,la,koma,,
papírhulladék,pap,ír,hulladék,,
svédpadló,svéd,pad,ló,,
képtáviratozás,kép,táviratoz,ás,,
konzultálás,konzul,tál,ás,,
karabélytartó,karabély,tar,tó,,
hazaözönöl,haza,özön,öl,,
varrócérna,var,ró,cérna,,
szeleptartó,szelep,tar,tó,,
foglalat,fog,la,lat,,
kardcsapás,kard,csap,ás,,
munkáshallgató,munkás,hallga,tó,,
gyermektartás,gyermek,tart,ás,,
honfitárs,hon,fi,társ,,
jogszokás,jog,szok,ás,,
hűbérúri,hű,bér,úri,,
biztosítéktábla,biztosít,ék,tábla,,
állatterelő,ál,lat,terelő,,
szállásdíj,szál,lásd,íj,,
szállásdíj,száll,ás,díj,,
pénztárgép,pénzt,ár,gép,,
tartólánc,tar,tó,lánc,,
keresztülgördül,kereszt,ül,gördül,,
kötéltáncolás,köt,él,táncolás,,
méhkaparás,méh,kapar,ás,,
kötéltáncolás,kötél,táncol,ás,,
szőlőhajtás,sző,lő,hajtás,,
szőlőhajtás,szőlő,hajt,ás,,
talajgyökér,talaj,gyök,ér,,
mérlegszámla,mérleg,szám,la,,
szomorúfűzfa,szomorú,fűz,fa,,
távírás,táv,ír,ás,,
porceláncserép,porcelán,cser,ép,,
árnyékkúp,ár,nyék,kúp,,
zablarúd,zab,la,rúd,,
emelőbak,eme,lő,bak,,
végigkapál,végig,kap,ál,,
kézihajtás,kézi,hajt,ás,,
fegyverropogás,fegyver,ropog,ás,,
szavazatszámlálás,szavazat,számlál,ás,,
farkaskutya,fark,as,kutya,,
mellékgyökér,mell,ék,gyökér,,
mellékgyökér,mellék,gyök,ér,,
szállazulás,szál,lazul,ás,,
kopogtatás,kopog,tat,ás,,
záralkotás,zár,alkot,ás,,
fejtőcsap,fej,tő,csap,,
féltónus,félt,ón,us,,
indokolás,ind,okol,ás,,
rímgyártó,rím,gyár,tó,,
asztalközép,asztal,köz,ép,,
színnyomás,szín,nyom,ás,,
kvarclámpa,kv,arc,lámpa,,
pihenőtábor,pihe,nő,tábor,,
félrekalapál,félre,kalap,ál,,
dolgozatírás,dolgozat,ír,ás,,
pótműszak,pót,mű,szak,,
árpadara,ár,pad,ara,,
házivarrónő,házi,varró,nő,,
fejtőkalapács,fej,tő,kalapács,,
kosárlabdázik,kos,ár,labdázik,,
ágfűrész,ág,fű,rész,,
légibombázás,légi,bombáz,ás,,
dugattyúkopogás,dugattyú,kopog,ás,,
időmérés,idő,mé,rés,,
fényrobbanás,fény,robban,ás,,
szótagnyújtás,szótag,nyújt,ás,,
csonkakötél,csonka,köt,él,,
ércsíptető,ér,csíp,tető,,
termékképző,term,ék,képző,,
babérfa,bab,ér,fa,,
állókazán,ál,ló,kazán,,
nyersólom,nyer,só,lom,,
keresztülugrat,kereszt,ül,ugrat,,
történelemhamisítás,történelem,hamisít,ás,,
javítóműhely,ja,vító,műhely,,
javítóműhely,javító,mű,hely,,
keresztüldől,kereszt,ül,dől,,
építészmérnök,ép,ítész,mérnök,,
bútorgarnitúra,bú,tor,garnitúra,,
sorozatgyártás,sorozat,gyárt,ás,,
vajpapír,vaj,pap,ír,,
padlónyílás,padló,nyíl,ás,,
sárkaparó,sár,kapa,ró,,
stílusirányzat,stíl,us,irányzat,,
karsztforrás,karszt,forr,ás,,
hústartó,hús,tar,tó,,
fűzfasíp,fűz,fa,síp,,
főcsapás,fő,csap,ás,,
raktározás,rak,tároz,ás,,
szívbénulás,szív,bénul,ás,,
fenéksúly,fen,ék,súly,,
műbútorasztalos,mű,bútor,asztalos,,
vajasperec,vaj,as,perec,,
keresztülfekszik,kereszt,ül,fekszik,,
gyephengerlő,gyep,henger,lő,,
halálvágy,hal,ál,vágy,,
toldalék,tol,dal,ék,,
egyedülállás,egyed,ül,állás,,
értékállandóság,ért,ék,állandóság,,
kabalababa,kaba,la,baba,,
padlónyílás,pad,ló,nyílás,,
középvállalkozás,köz,ép,vállalkozás,,
hajtatás,haj,tat,ás,,
huzatnyomás,huzat,nyom,ás,,
csőhengermű,cső,henger,mű,,
szabószámla,szabó,szám,la,,
űrkutatás,űr,kutat,ás,,
főfogaskerék,fő,fogas,kerék,,
tormamártás,torma,márt,ás,,
mellékhelyiség,mell,ék,helyiség,,
kígyónyelvfű,kígyó,nyelv,fű,,
tolóágy,to,ló,ágy,,
hajópalánkolás,hajó,palánkol,ás,,
rúnaírás,rúna,ír,ás,,
mészkőbánya,mész,kő,bánya,,
hibaforrás,hiba,forr,ás,,
osztályfőnöknő,osztály,főnök,nő,,
némettudás,német,tud,ás,,
oltárrabló,olt,ár,rabló,,
oltárrabló,oltár,rab,ló,,
kaparászás,kapar,ász,ás,,
reáljövedelem,re,ál,jövedelem,,
exportrendelés,ex,port,rendelés,,
zsákvarrótű,zsák,varró,tű,,
ütőérvérzés,ütő,ér,vérzés,,
mellékszint,mell,ék,szint,,
gázlómadár,gáz,ló,madár,,
aranymosás,arany,mos,ás,,
agyonbútoroz,agyon,bú,toroz,,
emelőmű,eme,lő,mű,,
lőporfüst,lő,por,füst,,
vesszőfonás,vessző,fon,ás,,
tranzitszálló,tranzit,szál,ló,,
fűrészfa,fű,rész,fa,,
úttörőcsapat,út,törő,csapat,,
papírkorona,pap,ír,korona,,
keverőtál,keve,rőt,ál,,
jelzőműszer,jelző,mű,szer,,
zsoltárköltő,zsolt,ár,költő,,
reszelővágás,re,szelő,vágás,,
reszelővágás,reszelő,vág,ás,,
szűrőkanál,szűrő,kan,ál,,
tudásvágy,tud,ás,vágy,,
rímszótár,rím,szót,ár,,
illemkódex,illem,kód,ex,,
középfolyás,közép,foly,ás,,
középfolyás,köz,ép,folyás,,
közfalazás,köz,falaz,ás,,
támasztógyökér,támasz,tó,gyökér,,
fényrelé,fény,re,lé,,
keresztülhúz,kereszt,ül,húz,,
faszéngáz,fa,szén,gáz,,
latintanár,latin,tan,ár,,
tulajdonnevesül,tulajdon,neves,ül,,
álláspénz,áll,ás,pénz,,
kukázókötél,kukázó,köt,él,,
keresztrejtvényfejtő,keresztrejtvény,fej,tő,,
támasztógyökér,támasztó,gyök,ér,,
krumplibogár,krumpli,bog,ár,,
fogascsőrű,fog,as,csőrű,,
éleslátás,éles,lát,ás,,
tolóablakretesz,to,ló,ablakretesz,,
tolóablakretesz,tolóablak,re,tesz,,
hajválaszték,haj,választ,ék,,
helyreszerel,hely,re,szerel,,
zongorahúré,zongor,ah,úré,,
papírízű,pap,ír,ízű,,
állatjóslás,ál,lat,jóslás,,
honfoglalás,hon,foglal,ás,,
falépcső,fa,lép,cső,,
raktárnyílás,raktár,nyíl,ás,,
agyonhasználás,agyon,használ,ás,,
oktatásügy,oktat,ás,ügy,,
csodavárás,csoda,vár,ás,,
konzultatív,konzul,tat,ív,,
hasműtét,has,mű,tét,,
kazaltámaszték,kazal,támaszt,ék,,
papírblokk,pap,ír,blokk,,
árnyalatos,ár,nyal,atos,,
kőszikla,kő,szik,la,,
szájjártató,száj,járta,tó,,
hűtőszer,hű,tő,szer,,
fázisállítás,fázis,állít,ás,,
szállóige,szál,ló,ige,,
forrástanulmány,forr,ás,tanulmány,,
hasábtartó,hasáb,tar,tó,,
búbánatos,bú,bán,atos,,
keresztülvilágol,kereszt,ül,világol,,
kenőzsír,ken,őz,sír,,
óvintézés,óv,int,ézés,,
tollaslabdajáték,toll,as,labdajáték,,
csapszegfúró,csapszeg,fú,ró,,
örököstársnő,örökös,társ,nő,,
szobabútor,szoba,bú,tor,,
agyonmodulál,agyon,modul,ál,,
helyreállíttatik,hely,re,állíttatik,,
szőlőlugas,sző,lő,lugas,,
hőhalál,hő,hal,ál,,
karcolóvas,karcol,óv,as,,
csürhejárás,csürhe,jár,ás,,
örökkévalóság,örökké,valós,ág,,
szeszgyártás,szesz,gyárt,ás,,
selyembogár,selyem,bog,ár,,
agyongörcsöl,agyon,görcs,öl,,
importálható,import,ál,ható,,
csavarlapát,csavar,la,pát,,
csuklószíj,csuk,ló,szíj,,
festékszalag,fest,ék,szalag,,
evezősverseny,evez,ős,verseny,,
hézagmérés,hézag,mé,rés,,
emberszólás,ember,szól,ás,,
parancsőrtiszt,parancs,őr,tiszt,,
borsószalma,bor,só,szalma,,
kutyaszánutazás,kutyaszán,utaz,ás,,
erdőművelő,erdő,mű,velő,,
rádióhívás,rádió,hív,ás,,
haszonállat,haszon,ál,lat,,
mellékhaszon,mell,ék,haszon,,
robbantószerkezet,robban,tó,szerkezet,,
keverőlapát,keverő,la,pát,,
helyrepótol,hely,re,pótol,,
fűrészelőmunkás,fű,részelő,munkás,,
szülőfájás,szülő,fáj,ás,,
hőleadó,hő,lea,dó,,
állatvásártér,ál,lat,vásártér,,
keresztülpréselődik,kereszt,ül,préselődik,,
szabadjára,szab,ad,jára,,
tölgyfaháncs,tölgy,fa,háncs,,
csontvázas,csont,váz,as,,
párologtatás,párolog,tat,ás,,
szembekönyököl,szembe,könyök,öl,,
fafűrészelő,fa,fű,részelő,,
szúrópróba,szú,ró,próba,,
madárberkenyefa,madár,berkenye,fa,,
fogathajtás,fogat,hajt,ás,,
rebarbara,re,bar,bara,,
formatartó,forma,tar,tó,,
sziklakatlan,szik,la,katlan,,
gyűrűhasadás,gyűrű,hasad,ás,,
falépcső,fal,ép,cső,,
pénztárpult,pénzt,ár,pult,,
farkastekintet,fark,as,tekintet,,
farkastinóru,fark,as,tinóru,,
gránitszikla,gránit,szik,la,,
csonthártyagyulladás,csonthártya,gyullad,ás,,
szentírás,szent,ír,ás,,
cselvágás,csel,vág,ás,,
útrakész,út,rak,ész,,
örökhűbér,örök,hű,bér,,
férfipáros,fér,fi,páros,,
fejkötős,fej,köt,ős,,
köznevesül,köz,neves,ül,,
morzsalékos,morzsa,lé,kos,,
szivacstartó,szivacs,tar,tó,,
hólapátolás,hó,lapátol,ás,,
disznóharapás,disznó,harap,ás,,
generáljavítás,generál,javít,ás,,
középtáj,köz,ép,táj,,
állatfaj,ál,lat,faj,,
fülgyulladás,fül,gyullad,ás,,
forrásvíz,forr,ásv,íz,,
korrepetálás,kor,repetál,ás,,
csempeborítás,csempe,borít,ás,,
úttörőruha,út,törő,ruha,,
tarcskötél,tarcs,köt,él,,
létrehozó,lét,re,hozó,,
talpfaszárítás,talp,fa,szárítás,,
talpfaszárítás,talpfa,szárít,ás,,
forrásvíz,forr,ás,víz,,
cselekvőképes,cselek,vő,képes,,
középértékű,köz,ép,értékű,,
energiafogyasztás,energia,fogyaszt,ás,,
rendőrkopó,rend,őr,kopó,,
nyúlásmérő,nyúl,ás,mérő,,
hőszabályozás,hő,szabályoz,ás,,
hazafutás,haza,fut,ás,,
utótermék,utó,term,ék,,
szőrgallér,szőr,gall,ér,,
kvízjáték,kv,íz,játék,,
nyomóformafedél,nyomóforma,fed,él,,
fölülnyom,föl,ül,nyom,,
múzeumbogár,múzeum,bog,ár,,
félreértettél,félreér,tett,él,,
ceruzavonás,ceruza,von,ás,,
olajfúró,olaj,fú,ró,,
hidegrázás,hideg,ráz,ás,,
föllázad,föl,láz,ad,,
csavarvonalas,csavar,vonal,as,,
kőszénfüst,kő,szén,füst,,
életstílus,élet,stíl,us,,
műalkotás,mű,alkot,ás,,
tejellátás,tejel,lát,ás,,
kvarcfény,kv,arc,fény,,
szénrakás,szén,rak,ás,,
szeméremöv,szem,érem,öv,,
keresztülfolyat,kereszt,ül,folyat,,
vízszolgáltatás,víz,szolgáltat,ás,,
fagyhalál,fagy,hal,ál,,
ércsappantó,ér,csappan,tó,,
szórótükör,szó,ró,tükör,,
japánakác,ja,pán,akác,,
bérhizlalás,bér,hizlal,ás,,
zománcművész,zománc,mű,vész,,
filmgyártás,film,gyárt,ás,,
hidegsajtolás,hideg,sajtol,ás,,
egybetömörül,egybe,tömör,ül,,
területbombázás,terület,bombáz,ás,,
kemencetapadék,kemence,tapad,ék,,
férfikar,fér,fi,kar,,
óvadék,óv,ad,ék,,
tiszteletadás,tisztelet,ad,ás,,
ülőtartás,ülő,tart,ás,,
sorzárás,sor,zár,ás,,
lóvásártér,ló,vásár,tér,,
földigénylő,föld,igény,lő,,
bőrgyulladás,bőr,gyullad,ás,,
keresztülkattint,kereszt,ül,kattint,,
őrlőmalom,őr,lő,malom,,
parkettafa,park,etta,fa,,
dúskálás,dús,kál,ás,,
bankrabló,bank,rab,ló,,
légsúlymérés,légsúly,mé,rés,,
nemzedékváltás,nemzedék,vált,ás,,
fejfogás,fej,fog,ás,,
kádárbárd,kád,ár,bárd,,
középkorú,köz,ép,korú,,
díszműáru,dísz,mű,áru,,
bükkfatapló,bükk,fa,tapló,,
keresztüllovagol,kereszt,ül,lovagol,,
emelőorsó,eme,lő,orsó,,
talponálló,talpon,ál,ló,,
borsószem,bor,só,szem,,
műanyaház,mű,anya,ház,,
juttatás,jut,tat,ás,,
ostorménfa,ostor,mén,fa,,
tejvendéglő,tej,vendég,lő,,
ütésálló,ütés,ál,ló,,
hőerőgép,hő,erő,gép,,
békebontó,béke,bon,tó,,
bútorkefe,bú,tor,kefe,,
férfiválogatott,fér,fi,válogatott,,
fáklyatartó,fáklya,tar,tó,,
emelőcsavar,eme,lő,csavar,,
vízemelő,víz,eme,lő,,
szakirányítás,szak,irányít,ás,,
fúróliszt,fú,ró,liszt,,
csatárlánc,csat,ár,lánc,,
kerékagyvasalás,kerékagy,vasal,ás,,
kukucskálás,kukucs,kál,ás,,
géprabló,gép,rab,ló,,
húshasíték,hús,hasít,ék,,
távírókészülék,távíró,készül,ék,,
fénysarkítás,fény,sarkít,ás,,
fűzfabokor,fűz,fa,bokor,,
katódporlasztás,katód,porlaszt,ás,,
kézimunkakosár,kézimunka,kos,ár,,
nádfedél,nád,fed,él,,
nőtanács,nő,tan,ács,,
árvízvédelem,ár,víz,védelem,,
halasztó,hal,asz,tó,,
végigszóló,végig,szó,ló,,
szempillantás,szem,pillant,ás,,
italmérés,ital,mé,rés,,
rádióleadó,rádió,lea,dó,,
középfül,köz,ép,fül,,
árzuhanás,ár,zuhan,ás,,
keresztülfúr,kereszt,ül,fúr,,
villámlátogatás,villám,látogat,ás,,
drágakőfoglalat,drága,kő,foglalat,,
ujjropogtatás,ujj,ropogtat,ás,,
zsebszótár,zseb,szót,ár,,
éjszakázik,éj,szak,ázik,,
kötéltánc,köt,él,tánc,,
futókötél,futó,köt,él,,
exportáru,ex,port,áru,,
hűbéreskü,hű,bér,eskü,,
hossztartó,hossz,tar,tó,,
gyámkődísz,gyám,kő,dísz,,
energiaráfordítás,energia,ráfordít,ás,,
zárólemez,zár,ól,emez,,
aranyérték,arany,ért,ék,,
ütőértan,ütő,ér,tan,,
vajaspástétom,vaj,as,pástétom,,
sintoizmus,sin,to,izmus,,
sziklasziget,szik,la,sziget,,
csontpapír,csont,pap,ír,,
gőzfűrész,gőz,fű,rész,,
kötélmászás,köt,él,mászás,,
festéktartály,fest,ék,tartály,,
hűtőfolyadék,hű,tő,folyadék,,
testvéresül,test,véres,ül,,
békéltető,bé,kél,tető,,
oktatólőszer,oktató,lő,szer,,
nyomdatermék,nyomda,term,ék,,
foghúzás,fog,húz,ás,,
állatkert,ál,lat,kert,,
részvénytársaság,részvény,társas,ág,,
sziklazátony,szik,la,zátony,,
kosárantenna,kos,ár,antenna,,
sebesültszállítás,sebesült,szállít,ás,,
testőrkucsma,test,őr,kucsma,,
törpebérlő,törpe,bér,lő,,
szívtágulás,szív,tágul,ás,,
erőműtelep,erő,mű,telep,,
mellépakol,mell,ép,akol,,
egybeforrad,egybe,forr,ad,,
gyárkéményjavító,gyárkémény,ja,vító,,
szövetregeneráció,szövet,re,generáció,,
vonalbiztosítás,vonal,biztosít,ás,,
rákészül,rák,ész,ül,,
formabontó,forma,bon,tó,,
lapockacsont,la,pocka,csont,,
vállvonogatás,váll,vonogat,ás,,
teljesítményreaktor,teljesítmény,re,aktor,,
rabszolganő,rab,szolga,nő,,
stencilpapír,stencil,pap,ír,,
italmaradék,ital,marad,ék,,
bontófésű,bon,tó,fésű,,
utazókosár,utazó,kos,ár,,
főtermék,fő,term,ék,,
szárnyasvadászat,szárny,as,vadászat,,
kötélkarmantyú,köt,él,karmantyú,,
kompetitív,komp,etit,ív,,
keresztülkóvályog,kereszt,ül,kóvályog,,
kórboncolás,kór,boncol,ás,,
délvidék,dél,vid,ék,,
lapockahús,la,pocka,hús,,
könyöklőfal,könyök,lő,fal,,
viaszpapír,viasz,pap,ír,,
bánkódás,bán,kód,ás,,
hitelszámla,hitel,szám,la,,
vizelethajtó,vizelet,haj,tó,,
vendégfogadós,vend,ég,fogadós,,
álommagyarázás,álom,magyaráz,ás,,
magasvasút,mag,as,vasút,,
magasvasút,magas,vas,út,,
vakpadló,vak,pad,ló,,
fahéjas,fa,héj,as,,
szúróláng,szú,ró,láng,,
